group,source_file,line_number,subcommand,options_all,num_options,options_valid,num_valid
llm,llm_openvinotoolkit__openvino__ci-doctor.lock.yml,872,config,"--global",1,"--global",1
llm,llm_OsProgramadores_op-desafios_checkout-fork.sh,33,branch,"--list",1,"--list",1
llm,llm_OsProgramadores_op-desafios_checkout-fork.sh,38,checkout,"-b",1,"-b",1
llm,llm_palimkarakshay__lumivara-site__llm-monitor-watch.yml,120,diff,"--staged --quiet",2,"--quiet",1
llm,llm_palimkarakshay__lumivara-site__llm-monitor-watch.yml,126,commit,"-m",1,"-m",1
llm,llm_palimkarakshay__lumivara-site__llm-monitor-watch.yml,131,pull,"--rebase",1,"",0
llm,llm_pantheon-org__opencode-warcraft-notifications__chores-docs-regenerate.yml,248,diff,"--quiet",1,"--quiet",1
llm,llm_pantheon-org__opencode-warcraft-notifications__chores-docs-regenerate.yml,258,diff,"--stat",1,"--stat",1
llm,llm_pantheon-org__opencode-warcraft-notifications__chores-docs-regenerate.yml,367,diff,"--name-only",1,"--name-only",1
llm,llm_PicnicSupermarket__error-prone-support__suggest-commit-message.yml,167,diff,"--name-status",1,"--name-status",1
llm,llm_PicnicSupermarket__error-prone-support__suggest-commit-message.yml,177,log,"-P -i --grep --pretty",4,"-P -i --grep --pretty",4
llm,llm_PicnicSupermarket__error-prone-support__suggest-commit-message.yml,178,log,"-P -i --grep --pretty",4,"-P -i --grep --pretty",4
llm,llm_PicnicSupermarket__error-prone-support__suggest-commit-message.yml,186,log,"--grep --pretty",2,"--grep --pretty",2
llm,llm_planifest_planifest-framework_commit-msg,69,commit,"--no-verify",1,"",0
llm,llm_PMeeske__Ouroboros-v2__copilot-agent-solver.yml,107,diff,"--quiet",1,"--quiet",1
llm,llm_PMeeske__Ouroboros-v2__copilot-agent-solver.yml,111,checkout,"-b",1,"-b",1
llm,llm_PMeeske__Ouroboros-v2__copilot-agent-solver.yml,112,add,"-A",1,"-A",1
llm,llm_PMeeske__Ouroboros-v2__copilot-agent-solver.yml,113,commit,"-m",1,"-m",1
llm,llm_potgieterdl_ai-dev-setup_setup-ai.sh,1323,commit,"-m",1,"-m",1
llm,llm_pound-emu_pound_setup_submodules.sh,94,config,"-f",1,"-f",1
llm,llm_pound-emu_pound_setup_submodules.sh,95,config,"-f",1,"-f",1
llm,llm_pound-emu_pound_setup_submodules.sh,146,config,"-f",1,"-f",1
llm,llm_pound-emu_pound_setup_submodules.sh,239,config,"-f",1,"-f",1
llm,llm_pound-emu_pound_setup_submodules.sh,295,config,"-f",1,"-f",1
llm,llm_pprp__Awesome-Efficient-MoE__daily-paper-update.yml,31,config,"--global",1,"--global",1
llm,llm_pprp__Awesome-Efficient-MoE__daily-paper-update.yml,32,config,"--global",1,"--global",1
llm,llm_pprp__Awesome-Efficient-MoE__daily-paper-update.yml,72,log,"--format -n",2,"--format",1
llm,llm_PrefectHQ__prefect__docs-update.yml,40,diff,"--name-only",1,"--name-only",1
llm,llm_PrefectHQ__prefect__docs-update.yml,103,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_PrefectHQ__prefect__docs-update.yml,109,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_PrefectHQ__prefect__docs-update.yml,133,checkout,"-b",1,"-b",1
llm,llm_PrefectHQ__prefect__docs-update.yml,134,commit,"-m",1,"-m",1
llm,llm_r0shanbhagat_Compose-CleanArchitecture-Kotlin_setup-ai-agents.sh,150,config,"--global",1,"--global",1
llm,llm_r0shanbhagat_Compose-CleanArchitecture-Kotlin_setup-ai-agents.sh,151,config,"--global",1,"--global",1
llm,llm_r0shanbhagat_Compose-CleanArchitecture-Kotlin_setup-ai-agents.sh,154,commit,"-m",1,"-m",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,91,checkout,"-b",1,"-b",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,145,config,"--global",1,"--global",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,146,config,"--global",1,"--global",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,149,config,"--global",1,"--global",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,150,config,"--global",1,"--global",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,159,branch,"--show-current",1,"--show-current",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,167,remote,"-v",1,"-v",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,168,commit,"-m",1,"-m",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,178,remote,"-v",1,"-v",1
llm,llm_RadStr-bot__ffffffffffffffffffffffffffffffff__commit-to-publication-branch.yml,182,push,"-u",1,"-u",1
llm,llm_raeez_ainfinity-chiral-hochschild-cohomology-3d-qft_pre_bash_guard.sh,21,reset,"--hard."",1,"",0
llm,llm_raeez_ainfinity-chiral-hochschild-cohomology-3d-qft_pre_bash_guard.sh,37,diff,"--cached",1,"--cached",1
llm,llm_raeez_chiral-bar-cobar-vol2_pre_bash_guard.sh,21,reset,"--hard."",1,"",0
llm,llm_raeez_chiral-bar-cobar-vol2_pre_bash_guard.sh,37,diff,"--cached",1,"--cached",1
llm,llm_redpanda-data__redpanda__backport-command.yml,184,cherry-pick,"--abort",1,"--abort",1
llm,llm_redpanda-data__redpanda__backport-command.yml,193,branch,"--show-current)",1,"",0
llm,llm_redpanda-data__redpanda__backport-command.yml,194,push,"--set-upstream",1,"",0
llm,llm_redpanda-data__redpanda__backport-command.yml,207,branch,"--list --format",2,"--list --format",2
llm,llm_redpanda-data__redpanda__backport-command.yml,224,log,"--oneline",1,"--oneline",1
llm,llm_redpanda-data__redpanda__backport-command.yml,228,branch,"--show-current",1,"--show-current",1
llm,llm_redpanda-data__redpanda__backport-command.yml,230,remote,"-v",1,"-v",1
llm,llm_RickCreator87__richards-credit-authority__Security-scan.yaml,76,diff,"--name-only",1,"--name-only",1
llm,llm_rios0rios0__guide__generate-ai-rules.yaml,70,checkout,"--orphan",1,"--orphan",1
llm,llm_rios0rios0__guide__generate-ai-rules.yaml,76,rm,"-f",1,"-f",1
llm,llm_rios0rios0__guide__generate-ai-rules.yaml,121,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_rios0rios0__guide__generate-ai-rules.yaml,121,commit,"-m",1,"-m",1
llm,llm_RobertB1978__majster-ai-oferty__aictl-guard.yml,37,diff,"--name-only",1,"--name-only",1
llm,llm_robot-perception-group_aerial_docking_switch_to_real_flights.sh,21,config,"--file",1,"--file",1
llm,llm_robot-perception-group_aerial_docking_switch_to_real_flights.sh,32,rm,"--cached -f",2,"--cached -f",2
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,258,config,"--get",1,"--get",1
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,285,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,325,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,332,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,345,log,"--oneline",1,"--oneline",1
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,490,diff,"--cached --name-only",2,"--cached --name-only",2
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,500,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,511,diff,"--cached')"",1,"",0
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,524,log,"--oneline --no-decorate",2,"--oneline --no-decorate",2
llm,llm_RockyWearsAHat_github-shell-helpers_upload-ai-message.sh,528,log,"--pretty",1,"--pretty",1
llm,llm_rohitg00__manim-video-generator__deploy-motia.yml,41,log,"--pretty",1,"--pretty",1
llm,llm_ronantakizawa__mcpservercicd__llm-direct-mcp-accessibility.yml,365,diff,"--quiet",1,"--quiet",1
llm,llm_ronantakizawa__mcpservercicd__llm-direct-mcp-accessibility.yml,398,config,"--local",1,"--local",1
llm,llm_ronantakizawa__mcpservercicd__llm-direct-mcp-accessibility.yml,399,config,"--local",1,"--local",1
llm,llm_ronantakizawa__mcpservercicd__llm-direct-mcp-accessibility.yml,410,diff,"--staged --quiet",2,"--quiet",1
llm,llm_ronantakizawa__mcpservercicd__llm-direct-mcp-accessibility.yml,413,commit,"-m",1,"-m",1
llm,llm_rosssivertsen_enterprise-templates_scaffold.sh,444,init,"-b",1,"-b",1
llm,llm_rosssivertsen_enterprise-templates_scaffold.sh,445,add,"-A",1,"-A",1
llm,llm_rosssivertsen_enterprise-templates_scaffold.sh,446,commit,"-m",1,"-m",1
llm,llm_rosssivertsen_enterprise-templates_scaffold.sh,479,push,"-u",1,"-u",1
llm,llm_rosssivertsen_enterprise-templates_scaffold.sh,480,push,"-u",1,"-u",1
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,346,checkout,"-B",1,"-B",1
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,346,checkout,"-b",1,"-b",1
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,391,diff,"--quiet",1,"--quiet",1
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,391,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,404,add,"-u",1,"-u",1
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,418,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,423,diff,"--cached --stat)")",2,"--cached",1
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,441,commit,"-m",1,"-m",1
llm,llm_satomic_gitlab-copilot-coding-agent_issue_workflow.sh,455,push,"--set-upstream",1,"",0
llm,llm_scanopy__scanopy__promote_to_latest.yml,139,tag,"-l",1,"-l",1
llm,llm_scanopy__scanopy__promote_to_latest.yml,156,log,"--pretty",1,"--pretty",1
llm,llm_scanopy__scanopy__promote_to_latest.yml,161,log,"--pretty --merges",2,"--pretty --merges",2
llm,llm_scanopy__scanopy__promote_to_latest.yml,166,log,"--pretty",1,"--pretty",1
llm,llm_scanopy__scanopy__promote_to_latest.yml,505,diff,"--staged --quiet",2,"--quiet",1
llm,llm_scanopy__scanopy__promote_to_latest.yml,508,commit,"-m",1,"-m",1
llm,llm_scanopy__scanopy__promote_to_latest.yml,570,checkout,"-b",1,"-b",1
llm,llm_scanopy__scanopy__promote_to_latest.yml,576,diff,"--staged --quiet",2,"--quiet",1
llm,llm_scanopy__scanopy__promote_to_latest.yml,581,commit,"-m",1,"-m",1
llm,llm_scanopy__scanopy__promote_to_latest.yml,582,push,"-u",1,"-u",1
llm,llm_shivashant25__eslz-bicep__update-policy-china.yml,50,checkout,"-b",1,"-b",1
llm,llm_shivashant25__eslz-bicep__update-policy-china.yml,53,checkout,"-b",1,"-b",1
llm,llm_shivashant25__eslz-bicep__update-policy-china.yml,82,status,"-s",1,"-s",1
llm,llm_shivashant25__eslz-bicep__update-policy-china.yml,92,commit,"-m",1,"-m",1
llm,llm_sidlabs-platform_copilot-cli-loop-demo_run-loop.sh,60,checkout,"-b",1,"-b",1
llm,llm_sidlabs-platform_copilot-cli-loop-demo_run-loop.sh,62,push,"-u",1,"-u",1
llm,llm_sidlabs-platform_copilot-cli-loop-demo_run-loop.sh,68,pull,"--ff-only",1,"--ff-only",1
llm,llm_sidlabs-platform_copilot-cli-loop-demo_run-loop.sh,69,checkout,"-B",1,"-B",1
llm,llm_sidlabs-platform_copilot-cli-loop-demo_run-loop.sh,89,diff,"--quiet",1,"--quiet",1
llm,llm_sidlabs-platform_copilot-cli-loop-demo_run-loop.sh,95,push,"-u",1,"-u",1
llm,llm_Significant-Gravitas__AutoGPT__docs-enhance.yml,154,diff,"--quiet",1,"--quiet",1
llm,llm_Significant-Gravitas__AutoGPT__docs-enhance.yml,165,checkout,"-b",1,"-b",1
llm,llm_Significant-Gravitas__AutoGPT__docs-enhance.yml,167,commit,"-m",1,"-m",1
llm,llm_Significant-Gravitas__AutoGPT__docs-enhance.yml,177,push,"-u",1,"-u",1
llm,llm_SimulaVR_Simula_checkCommitConsistency.sh,24,log,"--oneline",1,"--oneline",1
llm,llm_SimulaVR_Simula_checkCommitConsistency.sh,38,show,"-s --format",2,"-s --format",2
llm,llm_SimulaVR_Simula_checkCommitConsistency.sh,359,config,"--get",1,"--get",1
llm,llm_Sirco-web__.github__generate-stats.yml,52,checkout,"--orphan",1,"--orphan",1
llm,llm_Sirco-web__.github__generate-stats.yml,53,reset,"--hard",1,"--hard",1
llm,llm_Sirco-web__.github__generate-stats.yml,58,diff,"--staged --quiet",2,"--quiet",1
llm,llm_Sirco-web__.github__generate-stats.yml,61,commit,"-m",1,"-m",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,1073,reset,"--hard",1,"--hard",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,1471,config,"--global",1,"--global",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,1471,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,1472,config,"--global",1,"--global",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,1472,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,1508,config,"--global",1,"--global",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,1508,clone,"--recursive --depth",2,"--recursive --depth",2
llm,llm_soaringDistributions_ubDistBuild_core.sh,1511,config,"--global",1,"--global",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,1511,clone,"--recursive --depth",2,"--recursive --depth",2
llm,llm_soaringDistributions_ubDistBuild_core.sh,3227,diff,"-p",1,"-p",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,3232,diff,"-p",1,"-p",1
llm,llm_soaringDistributions_ubDistBuild_core.sh,3252,reset,"--hard'",1,"",0
llm,llm_soaringDistributions__ubDistBuild__zUpgrade.yml,348,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubDistBuild__zUpgrade.yml,759,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubDistBuild__zUpgrade.yml,1296,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubDistBuild__zUpgrade.yml,1521,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubDistBuild__zUpgrade.yml,1774,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubdist_dummy__zUpgrade.yml,349,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubdist_dummy__zUpgrade.yml,760,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubdist_dummy__zUpgrade.yml,1297,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubdist_dummy__zUpgrade.yml,1522,clone,"--depth",1,"--depth",1
llm,llm_soaringDistributions__ubdist_dummy__zUpgrade.yml,1775,clone,"--depth",1,"--depth",1
llm,llm_sozercan__ayna__release.yml,35,config,"--global",1,"--global",1
llm,llm_sozercan__ayna__release.yml,36,config,"--global",1,"--global",1
llm,llm_sozercan__ayna__release.yml,243,tag,"-l",1,"-l",1
llm,llm_sozercan__ayna__release.yml,250,log,"--pretty",1,"--pretty",1
llm,llm_sozercan__ayna__release.yml,375,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_sozercan__ayna__release.yml,375,commit,"-m",1,"-m",1
llm,llm_sozercan__ayna__release.yml,433,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_sozercan__ayna__release.yml,433,commit,"-m",1,"-m",1
llm,llm_Stirling-Tools__Stirling-PDF__ai_pr_title_review.yml,31,config,"--global",1,"--global",1
llm,llm_streamlit__streamlit__ai-update-docs.yml,198,status,"--porcelain)"",1,"",0
llm,llm_streamlit__streamlit__ai-update-docs.yml,200,add,"-A",1,"-A",1
llm,llm_streamlit__streamlit__ai-update-docs.yml,201,diff,"--cached",1,"--cached",1
llm,llm_streamlit__streamlit__ai-update-docs.yml,203,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_streamlit__streamlit__ai-update-docs.yml,262,status,"--porcelain",1,"--porcelain",1
llm,llm_streamlit__streamlit__ai-update-docs.yml,280,checkout,"-b",1,"-b",1
llm,llm_streamlit__streamlit__ai-update-docs.yml,287,add,"-A",1,"-A",1
llm,llm_streamlit__streamlit__ai-update-docs.yml,288,commit,"-m",1,"-m",1
llm,llm_sundial-org_awesome-openclaw-skills_compress.sh,358,status,"--short",1,"",0
llm,llm_sundial-org_awesome-openclaw-skills_compress.sh,368,log,"--oneline",1,"--oneline",1
llm,llm_supabase__supabase__docs-sync-auto-troubleshooting.yml,80,checkout,"-b",1,"-b",1
llm,llm_supabase__supabase__docs-sync-auto-troubleshooting.yml,84,diff,"--quiet --cached",2,"--quiet --cached",2
llm,llm_supabase__supabase__docs-sync-auto-troubleshooting.yml,88,commit,"--message",1,"",0
llm,llm_swcstudiospace__supercompute__ai-pr-creator.yml,65,config,"--global",1,"--global",1
llm,llm_swcstudiospace__supercompute__ai-pr-creator.yml,66,config,"--global",1,"--global",1
llm,llm_swcstudiospace__supercompute__ai-pr-creator.yml,67,checkout,"-b",1,"-b",1
llm,llm_swcstudiospace__supercompute__ai-pr-creator.yml,172,add,"-A",1,"-A",1
llm,llm_swcstudiospace__supercompute__ai-pr-creator.yml,173,commit,"-m",1,"-m",1
llm,llm_Sylinko__Everywhere__sync-i18n.yml,19,config,"--global --unset",2,"--global --unset",2
llm,llm_Sylinko__Everywhere__sync-i18n.yml,20,config,"--global --unset",2,"--global --unset",2
llm,llm_Sylinko__Everywhere__sync-i18n.yml,21,config,"--global --unset",2,"--global --unset",2
llm,llm_Sylinko__Everywhere__sync-i18n.yml,22,config,"--global --unset",2,"--global --unset",2
llm,llm_synapticore-io__astro-lab__ai-agent.yml,155,diff,"--quiet",1,"--quiet",1
llm,llm_synapticore-io__astro-lab__ai-agent.yml,155,diff,"--staged --quiet",2,"--quiet",1
llm,llm_synapticore-io__astro-lab__ai-agent.yml,250,diff,"--quiet",1,"--quiet",1
llm,llm_synapticore-io__astro-lab__ai-agent.yml,250,diff,"--staged --quiet",2,"--quiet",1
llm,llm_synapticore-io__astro-lab__ai-agent.yml,342,diff,"--quiet",1,"--quiet",1
llm,llm_synapticore-io__astro-lab__ai-agent.yml,342,diff,"--staged --quiet",2,"--quiet",1
llm,llm_tasu-tasuku__tasu-tasuku__update-languages.yml,46,status,"--porcelain",1,"--porcelain",1
llm,llm_tasu-tasuku__tasu-tasuku__update-languages.yml,49,commit,"-m",1,"-m",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,118,clone,"--recurse-submodules",1,"--recurse-submodules",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,178,checkout,"-b",1,"-b",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,181,add,"-A",1,"-A",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,182,diff,"--cached --name-status)",2,"--cached",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,192,commit,"-m",1,"-m",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,193,push,"-u",1,"-u",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,264,clone,"--recurse-submodules",1,"--recurse-submodules",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,327,checkout,"-b",1,"-b",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,330,status,"--porcelain)"",1,"",0
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,331,add,"-A",1,"-A",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,332,diff,"--cached --name-status)",2,"--cached",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,335,commit,"-m",1,"-m",1
llm,llm_tenstorrent__tt-forge__ai-model-bringup.yml,336,push,"-u",1,"-u",1
llm,llm_TheArchitectit__agent-guardrails-template__guardrails-lint.yml,27,diff,"--name-only",1,"--name-only",1
llm,llm_TheArchitectit__agent-guardrails-template__guardrails-lint.yml,27,diff,"--name-only",1,"--name-only",1
llm,llm_TheArchitectit__agent-guardrails-template__guardrails-lint.yml,68,diff,"--name-only",1,"--name-only",1
llm,llm_TheArchitectit__agent-guardrails-template__guardrails-lint.yml,68,diff,"--name-only",1,"--name-only",1
llm,llm_TheArchitectit__agent-guardrails-template__guardrails-lint.yml,117,log,"--pretty",1,"--pretty",1
llm,llm_TheArchitectit__agent-guardrails-template__guardrails-lint.yml,176,log,"--pretty",1,"--pretty",1
llm,llm_TheArchitectit__agent-guardrails-template__guardrails-lint.yml,188,log,"--pretty",1,"--pretty",1
llm,llm_TheSashaDev__girl-agent__auto-release.yml,201,commit,"-m",1,"-m",1
llm,llm_thorgeir93_bin_git_status_check.sh,33,status,"--porcelain",1,"--porcelain",1
llm,llm_TIBTHINK_cbt_git.sh,24,diff,"--stat",1,"--stat",1
llm,llm_TIBTHINK_cbt_git.sh,105,checkout,"-b",1,"-b",1
llm,llm_TIBTHINK_cbt_git.sh,110,diff,"--stat",1,"--stat",1
llm,llm_TIBTHINK_cbt_git.sh,115,add,"--all",1,"",0
llm,llm_TIBTHINK_cbt_git.sh,130,status,"--short",1,"",0
llm,llm_TIBTHINK_cbt_git.sh,144,commit,"-m",1,"-m",1
llm,llm_TIBTHINK_reliqua2.0_git.sh,24,diff,"--stat",1,"--stat",1
llm,llm_TIBTHINK_reliqua2.0_git.sh,105,checkout,"-b",1,"-b",1
llm,llm_TIBTHINK_reliqua2.0_git.sh,110,diff,"--stat",1,"--stat",1
llm,llm_TIBTHINK_reliqua2.0_git.sh,115,add,"--all",1,"",0
llm,llm_TIBTHINK_reliqua2.0_git.sh,130,status,"--short",1,"",0
llm,llm_TIBTHINK_reliqua2.0_git.sh,144,commit,"-m",1,"-m",1
llm,llm_tnvmadhav_chatgpt-git-commit_chatgpt_git_commit.sh,22,commit,"-m",1,"-m",1
llm,llm_tosin2013_documcp_release.sh,24,branch,"--show-current)",1,"",0
llm,llm_tosin2013_documcp_release.sh,31,status,"--porcelain)"",1,"",0
llm,llm_tosin2013_documcp_release.sh,97,commit,"-m",1,"-m",1
llm,llm_tosin2013_documcp_release.sh,106,tag,"-a",1,"-a",1
llm,llm_triton-inference-server__server__pre-commit.yml,41,diff,"--name-only -r",2,"--name-only",1
llm,llm_UniversalStandards__SWARM__copilot-worker.yml,164,checkout,"-b",1,"-b",1
llm,llm_UniversalStandards__SWARM__copilot-worker.yml,172,commit,"-m",1,"-m",1
llm,llm_Unleash__unleash__ai-flag-cleanup-pr.yml,152,config,"--global --add",2,"--global --add",2
llm,llm_Unleash__unleash__ai-flag-cleanup-pr.yml,153,config,"--global",1,"--global",1
llm,llm_Unleash__unleash__ai-flag-cleanup-pr.yml,154,config,"--global",1,"--global",1
llm,llm_Unleash__unleash__ai-flag-cleanup-pr.yml,273,push,"-u",1,"-u",1
llm,llm_v3ai_cain_.bashrc,238,commit,"-m",1,"-m",1
llm,llm_validator_validator_check-commit-message.sh,17,commit,"--no-verify"",1,"",0
llm,llm_vendurehq__vendure__generate_docs.yml,71,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_vendurehq__vendure__generate_docs.yml,78,diff,"--cached --stat",2,"--cached --stat",2
llm,llm_vendurehq__vendure__generate_docs.yml,80,diff,"--cached",1,"--cached",1
llm,llm_vendurehq__vendure__generate_docs.yml,121,commit,"-m",1,"-m",1
llm,llm_vercel__workflow__backport.yml,229,log,"--format",1,"--format",1
llm,llm_vercel__workflow__backport.yml,230,log,"--format",1,"--format",1
llm,llm_vercel__workflow__backport.yml,231,show,"--name-only --format",2,"--name-only --format",2
llm,llm_vercel__workflow__backport.yml,237,show,"--format",1,"--format",1
llm,llm_vercel__workflow__backport.yml,401,cherry-pick,"--signoff",1,"",0
llm,llm_vercel__workflow__backport.yml,414,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_vercel__workflow__backport.yml,423,checkout,"--ours",1,"--ours",1
llm,llm_vercel__workflow__backport.yml,426,rm,"-f",1,"-f",1
llm,llm_vercel__workflow__backport.yml,433,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_vercel__workflow__backport.yml,434,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_vercel__workflow__backport.yml,441,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_vercel__workflow__backport.yml,443,cherry-pick,"--continue",1,"--continue",1
llm,llm_vercel__workflow__backport.yml,476,log,"--format",1,"--format",1
llm,llm_vercel__workflow__backport.yml,520,cherry-pick,"--continue\`",1,"",0
llm,llm_vercel__workflow__backport.yml,559,diff,"--name-only --diff-filter",2,"--name-only --diff-filter",2
llm,llm_vercel__workflow__backport.yml,572,diff,"--check --cached",2,"--check --cached",2
llm,llm_vercel__workflow__backport.yml,580,cherry-pick,"--continue",1,"--continue",1
llm,llm_vercel__workflow__backport.yml,826,log,"--format",1,"--format",1
llm,llm_vercel__workflow__backport.yml,926,checkout,"-b",1,"-b",1
llm,llm_vercel__workflow__backport.yml,927,cherry-pick,"-S",1,"-S",1
llm,llm_vercel__workflow__backport.yml,930,cherry-pick,"--continue',",1,"",0
llm,llm_vercel__workflow__backport.yml,931,push,"-u",1,"-u",1
llm,llm_virelai2604_chatgpt-team_chatgpt_sync.sh,91,fetch,"-q",1,"-q",1
llm,llm_virelai2604_chatgpt-team_chatgpt_sync.sh,362,diff,"--name-status",1,"--name-status",1
llm,llm_vquinonesvirtualq_ai-dev-tasks_clean-ai-attribution-history.sh,40,branch,"--show-current)",1,"",0
llm,llm_vquinonesvirtualq_ai-dev-tasks_clean-ai-attribution-history.sh,51,status,"--porcelain)"",1,"",0
llm,llm_vquinonesvirtualq_ai-dev-tasks_clean-ai-attribution-history.sh,55,status,"--short",1,"",0
llm,llm_vquinonesvirtualq_ai-dev-tasks_clean-ai-attribution-history.sh,192,log,"--oneline",1,"--oneline",1
llm,llm_vquinonesvirtualq_ai-dev-tasks_clean-ai-attribution-history.sh,193,log,"--format",1,"--format",1
llm,llm_vquinonesvirtualq_ai-dev-tasks_clean-ai-attribution-history.sh,196,push,"--force-with-lease",1,"--force-with-lease",1
llm,llm_vquinonesvirtualq_ai-dev-tasks_clean-ai-attribution-history.sh,201,reset,"--hard",1,"--hard",1
llm,llm_weibaohui__k8m__build-docker-image.yml,140,config,"--local",1,"--local",1
llm,llm_weibaohui__k8m__build-docker-image.yml,141,config,"--local",1,"--local",1
llm,llm_weibaohui__k8m__build-docker-image.yml,143,diff,"--staged --quiet",2,"--quiet",1
llm,llm_weibaohui__k8m__build-docker-image.yml,146,commit,"-m",1,"-m",1
llm,llm_wodeh__gstack-kimi__windows-free-tests.yml,42,config,"--global",1,"--global",1
llm,llm_wodeh__gstack-kimi__windows-free-tests.yml,43,config,"--global",1,"--global",1
llm,llm_wodeh__gstack-kimi__windows-free-tests.yml,44,config,"--global",1,"--global",1
llm,llm_xiaolai__vmark__claude-cost-report.yml,175,diff,"--cached --quiet",2,"--cached --quiet",2
llm,llm_xiaolai__vmark__claude-cost-report.yml,176,commit,"-m",1,"-m",1
llm,llm_xmtp__docs-xmtp-org__generate-llms.yml,33,add,"-f",1,"-f",1
llm,llm_xpqz__pylog__pr-policy-no-ai.yml,177,log,"--format",1,"--format",1
